reviewerID,reviewText,normalized_overall
A32SX45NKZFSOB,I DIDNT REALIZE HOW SMALL A QUART PAN IS THERE ISNT ROOM ENOUGH IN THIS SIZE TO COOKA ROAST WHICH IS WHAT I WANTED TO DO WITH IT I SENT IT BACK,NOTPERFECT
A1ZWKX2XRUHGYO,HIGH QUALITY PRESSURE COOKER THIS PRESSURE COOKER IS MADE OF HEAVY GAUGE STEEL AND YOU IMMEDIATELY FEEL THE QUALITY OVER THE CHEAPER ONES MY WIFE USES IT TO MAKE BEEF STEW AND PORK CHOPS AND EVERYTHING COMES OUT TENDER AND JUICY WITH NO BURNING,PERFECT
A2ZSD8WW1YWCD5,AS MANY FOLKS OUT THERE INCLUDING ANTHONY BOURDAIN I TOO WAS SCARED OF PRESSURE COOKERS AFTER I PURCHASED THIS MY FIRST ONE I MADE SURE TO STUDY THE ENTIRE MANUAL AS IF FOR A SCHOOL TEST THE ROCKER TYPE IS REALLY TOTALLY HARMLESS COOKING TIMES ARE SLASHED BY AT LEAST TWO THIRDS LESS GAS AND THEREFOR LESS ESCAPED HEAT AND BETTER INEFFICIENCY MAKE THIS COOKING METHOD A WINNER CLEANUP IS ALSO VERY QUICK THE HEAVY BASE AND MATERIAL COMPOUND ALLOWS FOR SOME NICE BROWNING OF MEAT WHICH IS ESSENTIAL FOR GOOD FLAVOR ANNE BURRELL ALWAYS SAYSBROWN FOOD TASTES GOOD,PERFECT
A3VI0THX3CCWDF,THIS PRESSURE COOKER WORKS GREAT THE RUBBER GASKET AND STOPPER CANT GO IN THE DISHWASHER BUT THE OTHER PARTS CAN I USE THIS TO MAKE BEANS ABOUT TWICE A WEEK AND IT PRODUCES A RESULT MUCH BETTER THAN WHEN I WAS BOILING THEM BEFORETHIS IS ALSO PRETTY BIG WOULD RECOMMEND LOOKING AT AN EQUIVALENT SIZED VESSEL IN PERSON BEFORE PURCHASING I ALSO LIKE THATS ITS STAINLESS STEEL AS OPPOSED TO ALUMINUM,PERFECT
ARSHOMANL9XUG,I ORDERED THE PRESTO STAINLESS STEEL PRESSURE COOKER I HAVE NOTHING BAD TO SAY ABOUT THE PRODUCT OR ABOUT AMAZON I GOT MY ORDER PRETTY MUCH ON TIME DAY LATE WITH FREE SHIPPING IVE ORDERED FROM PRESTO BEFORE WITH NO COMPLAINTS OR WITH AMAZON AT THIS TIMEMOOKIE IN CHICAGO,PERFECT
A3Y1ILN1EIYI1,MY HUSBAND I LIVE IN A SMALL APARTMENT ENJOY THIS HANDY KITCHEN AID FOR ITS SMALL SIZE GOOD RESULTS WE ATTEMPT TO COOK THE MAJORITY OF OUR MEALS THIS PRESSURE COOKER HELPS US EAT WELL PRODUCES WONDERFUL MEALS,PERFECT
A102PS97JPLYGK,MY GOOD FRIEND WAS LONGING FOR A PRESSURE COOKER SO I THOUGHT I WOULD SURPRISE HER WITH AN EARLY BIRTHDAY PRESENT SHE SAYS SHE REALLY LIKES IT IT IS NICE LOOKING AND HAS THE SAME FOOTPRINT AS THE QT COOKER WHICH IS NICE IN A SMALL KITCHEN SHE BROUGHT SOME BEANS SHE MADE IN IT TO A COOKOUT AND THEY WERE DELICIOUS I THINK IT IS A GOOD VALUE FOR THE PRICE,PERFECT
A2CDLJU98TUNGD,I HAVE ALWAYS BEEN AFRAID OF PRESSURE COOKERS BECAUSE AS A CHILD MY MOTHER ALWAYS BANNED ME FROM THE KITCHEN WHEN SHE WAS USING ONE WELL TWENTY SOME ODD YEARS LATER I FINALLY PURCHASED THIS ONE I READ THE INSTRUCTION BOOKLET AND THE FIRST NIGHT MADE MASHED POTATOES AND A POT ROAST WOW MY YEAR OLD SON LOVED THE MEAL AND SAID THESE MASHED POTATOES WERE THE BEST HE EVER ATE AND THE MEAT WAS SO TENDER IT WAS SO EASY TO USE AND EASY TO CLEAN I AM ALREADY PLANNING ON MAKING BBQ PORK RIBS NEXT WHOOHOO BUY IT USE ITBUT READ THE INSTRUCTIONS FIRST ENJOY,PERFECT
A3TGW1OJUDVNVS,ONLY THING THAT SURPRISED ME WAS THAT I HAD TO PUT PEAS AND LINTELS IN A POT INSIDE OF THE POTI BOUGHT A DOLLAR POT TO FIT INSIDE AND NOW I CAN DAL WITH THE BEST OF THEM,PERFECT
A30YP1B6XWP3S4,MY MOTHER BOUGHT ME THIS NEARLY EXACT COOKER MANY YEARS AGO AND IT GOT LOST IN A MOVE ABOUT YEARS AGO I JUST NOW REPLACED IT I HAD USED MY OLD ONE FOR ABOUT YEARS AND IT WAS FINE NO PROBLEMS WITH MY OLD ONE WITH THE STAINLESS STEEL EITHERI GOT THIS NEW ONE TODAY AND WASHED IT AND PEELED ABOUT LBS POTATOES AND SLICED IN THICK AND ADDED CUPS WATER TWO TBSP DRIED ONION FLAKES PEPPER AND GARLIC POWDER MINUTES LATER DRAINED THE WATER OFF AND USED MY HANDY DANDY MIXER AND HAD THE BEST CREAMIEST FLUFFIEST MASHED POTATOES EVER I DONT KNOW HOW I GOT ALONG WITHOUT IT THESE PAST FIVE YEARS I CANT WAIT TO USE IT OFTENTHE BOTTOM LINEINEXPENSIVEFUNCTIONS VERY WELLLOOKS NICEPARTS EASY TO ORDER WALMART SELLS PARTS FOR IT I HEARDEASY TO CLEANHAS TWO HANDLESAAA FOR PRICE AND FUNCTIONETA I HAVE NOW HAD THIS PRESSURE COOKER FOR ALMOST YEARS IT IS STILL LIKE NEW WORKS GREAT NO PROBLEMS I USE IT TWO TO THREE TIMES A WEEK IT WAS AND STILL IS A GREAT COOKER I COULD NOT GET ALONG WITHOUT IT,PERFECT
A3G8X7YPPVD2LT,IVE OWNED THIS PRESSURE COOKER FOR TWO MONTHS NOW AND ITS WORKING LIKE A DREAM MY FIRST MEAL WAS PRESSURE COOKED POT ROAST FROM A RECIPE FOUND ON THE INTERNET THE BEST ROAST IVE EVER HAD BEFORE BUYING THIS QT MODEL I BOUGHT THEPRESTO QUART STAINLESS STEEL PRESSURE COOKERAND LOVE IT JUST A BIT MORE THAN THIS SMALLER SIZE MY ONLY CRITICISM IS THAT UNLIKE MY QT THIS SMALLER MODEL DOES NOT HAVE A QUICKRELEASE VALVE SO THE TRADITIONAL COLD WATER METHOD IS NECESSARY AND THUS FOUR STARS RATHER THAN FIVE WHILE THE JIGGLER STEAM VALVE IS REMINISCENT OF MUCH OLDER MODELS PRESTO WISELY ADDED AN EMERGENCY STEAM RELEASE VALVEA WELCOME SAFETY MEASURE I RECOMMEND THIS MODEL TO THOSE FOR WHOM QUICKRELEASE VALVES RANK LOW IN PRIORITY,NOTPERFECT
AS5DYKH4IYPBX,IVE OWNED AND USED A QUART PRESSURE COOKER FOR YEARS AND HAVE BEEN DELIGHTED THAT PARTS ARE STILL EASY TO GET FOR IT SO WHEN I DECIDED THAT I NEEDED INCREASED COOKING CAPACITY I WAS HAPPY TO SEE THAT THE CURRENT MODELS ARE SIMILAR TO THE ONE THAT I BOUGHT IN THE COOKER IS PRETTY MUCH WHAT YOU NEED TO COOK WITH LITTLE MORE NO BASKET YOU MIGHT FIND CONVENIENT FOR JARS USED FOR CANNING OTHER MODELS SPECIFICALLY FOR CANNING HAVE THIS IT IS HOWEVER WELL DESIGNED FOR COOKING AND THE DESIGN WELL EXECUTED THE HANDLES THERE ARE THREE ARE NOT ATTACHED BUT ARE EASILY ASSEMBLED USING PHILLIPS SCREWS I USED SOME HEAT RESISTANT ANTISEIZE COMPOUND SPARINGLY ON THE THREADS THE SAME AS I USE ON THE SPARK PLUGS IN MY CAR THE HANDLES ON MY OLD QUART COOKER ARE SLIGHTLY LOOSE BUT THE SCREWS ARE HOPELESSLY SEIZED DESPITE BEING MADE FROM STAINLESS STEELTHE HANDLE AND HELPER HANDLE ON THE OPPOSING SIDE IS JUST RIGHT FOR MANAGING IT ON THE RANGE THE LOW ALUMINUM RACK CALLED A TRIVET HAS NOT CHANGED AT ALL IT ALLOWS THE FOOD TO SIT ABOVE THE WATER IN THE BOTTOM AND PREVENTS IT FROM BURNING THE PRESSURE REGULATOR HAS CHANGED LITTLE AND THE OVERPRESSURE EMERGENCY RELIEF PLUG IS THE SAME EXCEPT THAT THE POPPET VALVE IS NOW INCORPORATED WITH THE LID PRESSURE INTERLOCK THE POPPET VALVE ALLOWS STEAM TO ESCAPE UNTIL THE RATE IS HIGH ENOUGH TO CLOSE THE VALVE AND SEAL THE COOKER ALLOWING THE PRESSURE TO BEGIN BUILDING THE LID INTERLOCK PREVENTS THE LID FROM BEING OPENED WHEN THE POT IS PRESSURIZED THIS STRIKES ME AS A REDUNDANT FEATURE SINCE IT IS ALMOST IMPOSSIBLE TO OPEN THE LID WHEN EVEN IT IS UNDER EVEN A SMALL AMOUNT OF PRESSURE BUT I GUESS SOMEONE HAS DONE IT CONSEQUENTLY WITH THE SAFETY INTERLOCK CLOSING THE LID MUST BE DONE WITH A LITTLE MORE CARE THAN ON MY OLD COOKER WHICH DID NOT HAVE IT IT JUST TAKES A LITTLE MORE ATTENTION TO ALIGNMENT THE LID SEALING RING IS THINNER BUT IS ACTUALLY EASIER TO GREASE AND INSTALL IN THE LID FINALLY THE GAUGE OF THE STAINLESS STEAL IS EXACTLY AS THICK AS MY OLDER QUART COOKER ALTHOUGH IT APPEARS THINNER THE SIDES LID AND BOTTOM OF THE OLDER MODELS ARE UNIFORM THICKNESS AND ARE HEAVY ENOUGH TO SPREAD HEAT EVENLY THIS COOKER NOW HAS A LAYER OF ALUMINUM TO HELP SPREAD THE HEAT EVENLY ACROSS THE BOTTOM OF THE POT THIS LAYER IS CLAD IN STAINLESS STEEL SO ALL EXPOSED SURFACES MOST IMPORTANTLY THE BOTTOM ARE STAINLESS STEEL THE POT AND LID ARE HIGHLY POLISHED BUT THE BAR CODE STICKER WAS A LITTLE DIFFICULT TO GET OFF THE SIDE THERE ARE INDENTED MARKINGS AT THE LEVELS OF AND CAPACITY WHICH ARE VISIBLE ON THE INSIDE AND OUTSIDE OF THE POT A NICE ADDITIONTHE INSIDE DIMENSIONS ARE INCHES IN DIAMETER AND INCHES DEEP SAME DIAMETER AS MY QUART AND ABOUT INCHES DEEPERI COOKED A LBS PUMPKIN USING IT AN MY OLD QUART IN PARALLEL COOKING SEVERAL POTS IN EACH COOKER AND IM WITH HAPPY WITH THE RESULTS DESPITE THE EXTRA COMPLICATION OF THE LID INTERLOCK IT PROVED EASY TO OPERATE AND THE THINNER SEAL SEEMS LESS LIKELY TO LEAK AS SOMETIME HAPPENS WITH THE OLDER COOKERWHILE I WAS A LITTLE PUT OFF BY THE LIGHTERLOOKING GAUGE METAL ACTUALLY THE SAME THICKNES AND LEERY OF THE COMPLICATION OF THE LIDINTERLOCK AFTER USING IT I WAS VERY PLEASED TO SEE THAT PRESTO IS STILL MAINTAINING EXCELLENCE IN DESIGN AND CONSTRUCTION OF A CLASSIC COOKING UTENSIL WHOSE BASIC UTILITY IS OFTEN OVERLOOKED IN TODAYS GADGET FILLED KITCHEN I CAN DO THINGS WITH A PRESSURE COOKER WHICH CANNOT BE DONE WITH A MICROWAVE,PERFECT
AGX7PLR4MIZHR,I BOUGHT THIS PRESSURE COOKER TO MAKE CHILI IVE NEVER OWNED OR USED A PRESSURE COOKER AND WAS A BIT NERVOUS WHEN I FIRED IT UP FOR THE ST TIME IT HEAT UP REAL QUICK USING A CERAMIC GLASS COOK TOP AND I WAS TO ABLE TO BROWN THE MEAT REALITIVELY QUICK THE CONTRUCTION OF THIS PRESSURE COOKER LOOKS VERY HIGH QUALITY AND WELL MADE THE ONLY THING I WANNA ADD IS BE VERY CAREFUL WITH WHEN TO LOWER THE HEAT AND WHEN TO MOVE THE STEAM CONTROLLING TOP ON THE TOP YOU CAN LOWER THE HEAT AS SOON AS YOU SEE STEAM COMING OUT OF THE BOTTOM OF STEAM CONTROLLING TOP AND BE VERY CAREFUL NOT TO TOUCH THE TOP UNTIL THE NIPPLE ON THE HANDLE DROPS DOWN INDICATING THAT THERES NO PRESSURE IN THE COOKER GOOD INVESTMENT,PERFECT
AFFGLZ8HRB3NJ,THIS PRESSURE COOKER IS EASY TO USE AND MAINTAINS THE QUALITY OF THE END PRODUCT BETTER THAN CONVENTIAL COOKING YOU NOT ONLY GAIN THE BENEFIT OF SPEED ABOUT THE COOKING TIME OF CONVENTIAL COOKING TIME BUT LITTLE OR NOTHING IS LOSTAS FAR AS FLAVOR AND SEASONING I THINK ANYONE WHO DESIRES TO COOK SHOULD HAVE A PRESSURE COOKER AND THIS IS A VERYGOOD ONE RPH,PERFECT
A2A3E45ES636ZN,I RECEIVED THIS A FEW DAYS AGO FROM AMAZON THIS IS A GREAT PRESSURE COOKER AND THE SIZE OF QUARTS IS IDEAL FOR ME I MADE BEEF STEW CUBAN STYLE WHICH IS STEW BEEF AND POTATOES WITH OLIVES IT CAME GREAT AND THIS QUARTS IS BIG ENOUGH FOR THIS RECIPE WITH GRAVY AND EVERYTHING I WAS RIGHT BY PURCHASING THIS PRESTO THIS IS A GREAT PRODUCT FOR ITS QUALITY AND PRICE EXTREMELY HAPPY WITH THIS PURCHASE HIGHLY RECOMMENDED,PERFECT
A1G3A2YQPLRODG,SADLY RETURNING THIS THE HANDLES WONT STAY TIGHT AND THE SCREWS THAT HOLD THEM ARE ALREADY RUSTING PLUS HARD TO GET IT UP TO PRESSURE TOO MUCH SPUTTERING AROUND THE HANDLE FOR A LONG TIME I REMEMBER MY MOTHER COOKING DELICIOUS TENDER MEATS IN HER PRESSURE COOKER YEARS AGO BUT I DID NOT HAVE GOOD RESULTS WITH THIS ONE FOLLOWED DIRECTIONS AND CHICKEN CAME OUT TOUGH AND A MAGNET WONT STICK TO THE INTERIOR ONLY THE EXTERIORSO MAYBE THE INTERIOR IS NOT STAINLESS STEEL BUT ALUMINUMWHICH IS NOT WHAT I WANT TO COOK MY FOOD IN THANK GOODNESS FOR AMAZONS RETURN POLICY,NOTPERFECT
A116KLBC8KNR3S,GOT THIS COOKER ABOUT A MONTH AGO HAVENT STOPPED USEING IT YET DONT KNOW HOW I GOT ALONG WITHOUT IT FOR SO LONG GLAD I DIDNT GET AN ELECTRIC ONE I SAW ON QVC,PERFECT
A1KSDQROB7SN0S,I USE PRESSURE COOKERS A LOT AND I WAS LEARY OF THE NEW DESIGNS WITH NO PRESSURE DIAL BUT FIND THIS PRODUCT EXCELLENT AND EASY TO USE THE POT COMES UP TO PRESSURE QUICKLY IT COULD USE AN IMPROVED BOOKLET THAT IS BETTER ORGANIZED I END UP USING MY OLD BOOKLET MOST OF THE TIME BUT THE POT IS GOOD FOR COOKING IN GENERAL AS WELL AS THE PRESSURE COOKING ASPECT IT WORKS ON MY INDUCTION COOKTOP WELL ALSO,PERFECT
A28YJWJ0X6QT6S,I HAVE USED PRESSURE COOKERS FOR OVER TWENTY YEARS AND THIS IS ADAQUATE THE SIX QUART SIZE COMES FROM THE HEIGHT AND NOT THE DIAMATER OF THE BOTTOM THE WORST THING ABOUT IT IS THAT YOU HAVE TO ATTATCH THE HANDLE TO THE LID ITS HARD TO DO AND IT LOOSENS EVERY TIME YOU USE IT SO YOUR CONSTANTLY TIGHTENING IT I WISH IT HAD BEEN FACTORY ASSEMBLED INSTEAD OF MY HAVING TO ASSEMBLE IT I DONT HAVE THE HAND STRENGTH GO DO IT RIGHT,NOTPERFECT
A2YPPP7CNSEOG7,DOES EVERYTHING A PRESSURE COOKER SHOULD DO A LITTLE DELICATE IF BUMPED AND A LITTLE HARD TO CLEAN BUT OTHERWISE GOOD,NOTPERFECT
A30B9UTVDTUQ7Y,MY MOM ALWAYS TOLD ME HORROR STORIES ABOUT PRESSURE COOKER BUT I REALLY WANTED ONE AFTER LISTENING TO MY FRIENDS SUCCESSFUL EXPERIENCE WITH IT I GOT THIS QUART ONE SEVERAL WEEKS AGO AND I AM SUPER HAPPY WITH IT I HAVE BEEN PULLING AN ENTIRE BEEF TOP ROUND AND PORK SHOULDER STRAIGHT OUT OF FREEZER TO COOK IN PRESSURE COOKER AND I WAS ABLE TO SERVE DINNER IN AN HOUR ITS PERFECT FOR A POOR PLANNER LIKE MEI DID READ THE MANUAL OVER AND OVER TO MAKE SURE IT IS SAFE AND YES IT IS SAFE,PERFECT
A3JW843NOAOJ7O,IVE HAD ONE BEFORE AND SOMEONE FROM THE MOVING COMPANY WE USED STOLE IT WE HAD USED IT FOR YEARS AND IT WAS STILL NICE ENOUGH TO TAKE AND NOW I FIND IT ON AMAZON FOR CANT BEAT THE PRICEI HOPE THE STEW RECIPE IS IN THE NEW OWNERS MANUAL IT WAS SOME OF THE BEST STEW WEVE EVER HAD I LOVE MEALS FROM A PRESSURE COOKER WAY MORE THAN MEALS FROM A CROCK POT ANYWAY,PERFECT
A1L5ZIUVKXF8BW,IT IS AN EXCELLENT QUALITY PRESSURE COOKER STURDY CONSTRUCTION AND THE ADDITIONAL SUPPORT TELLS YOU THAT IT WAS MADE WITH QUALITY AND COMFORT IN MIND I DOUBT IF YOU WILL FIND A QUART PRESSURE COOKER WITH THE ADDITIONAL SUPPORT HANDLE CHECK THIS OUT BEFORE YOU BUY ANOTHER ONE,PERFECT
A1C30HBB9OPXP9,BOUGHT FOR MY DAUGHTER AND SHE HAS USED IT SEVERAL TIMES AND IS SOOO GLAD TO HAVE ITSHE AND HER FAMILY HAVE LOVED EVERY THING SHE HAS COOKED IN ITSHE IS VERY SHORT ON TIME AND HAS FOUND THIS TO BE A GREAT TIME SAVER BUT STILL ABLE TO COOK REALLY SUPER MEALS,PERFECT
AU2VS1EDM4SY0,VERY NICE PRESSURE COOKER I GOOD SOME COLLARDS IN THIS AND IT WORKS JUST FINE I PREFER THE STAINLESS OVER ALUMINUMPRESTO IS A GOOD NAME AND ITS BEEN AROUND A WHILE ACTUALLY I PREFER THESE FIRST GENERATION COOKERS WHERE YOU HAVE THE JIGGLER ON TOP THAT JINGLES WHEN THE PRESSURE IS BUILT UP,PERFECT
A1QIPF9WRP81DX,WAS LOOKING AROUND TO SEE IS THERE ANY WAY TO COOK SOME THINGS FASTER AND I FOUND THIS PRESTO PRESSURE COOKER I CANT IMAGINE HOW WE MY WIFE AND ME DID ALL COOKING BEFORE IT IS SOOOO FASTER AND EASIER WITH THIS PRESSURE COOKER AND THE SIZE IS RIGHT FOR PEOPLE I LIKE FRESH FOOD AND THIS ONE AS I SAID IS JUST RIGHT CAPACITY FOR OUR FAMILY OF IF YOU FILL IT AT MAX YOU EVEN WILL HAVE SOME FOOD FOR NEXT DAY BUT BECAUSE THE WHOLE COOKING TAKES MINUTES FROM VERY BEGINNINGS TO THE END IT IS NO LONGER CONCERNALSO FOUND THAT I NEED TO COOK USUALLY LESS TIME THAN IT IS IN COOKBOOK MADE IN CHINA BUT QUALITY IS OUTSTANDING AND OVERALL CONSTRUCTION IS VERY STURDY AND WILL LAST LONG I FEEL IT SAFE ENOUGHT ALSO THEY ARE DIFFERENT SYSTEMS INTEGRATED SO IT WILL NOT BLOW IN YOUR HANDS WITH NO DOUBT MUST HAVE ITEM FOR EVERY HOUSE ILL GET QUART PRESTO SOMETIME SOON TO COOCK LARGE QUANTITIES WHICH I WILL PACK USING FOODSAVER AND STORE IN THE FREEZER IT DEFINITELY WORTH EVERY PENNY AND I CANT BELIEVE IT COST ONLY,PERFECT
A9TN8BXKWBU2P,I HAVE HAD THE QUART PRESSURE COOKER FOR QUITE SOME TIME AND BASED ON ITS PERFORMANCE I PURCHASED THE QUART FOR MYSELF AND ONE FOR MY DAUGHTER AS WELL WE ARE VERY PLEASED THIS IS A GOOD PRODUCT BUT IT IS IMPORTANT TO READ AND FOLLOW THE INSTRUCTIONS FOR USE AND CARE IN ORDER TO GET THE MOST SATISFACTORY RESULTS I WAS RAISED WITH PRESTO PRESSURE COOKERS AND HAVE USED OTHERS NONE HAVE PERFORMED BETTER IN MY OPINION THE REASONABLE PRICE IS AN ADDED BONUS PRESTO OFFERS A STAINLESS STEEL STEAMER BASKET AND A GLASS LID AS OPTIONAL ACCESSORIES THAT FIT BOTH THEIR QT AND QT PRESSURE COOKERS I PURCHASED THE STEAMER FOR MY DAUGHTER AND MYSELF AND THE LID FOR MYSELF THESE PRODUCTS HAVE BEEN WELCOME ADDITIONS TO OUR COOKING TOOLS DO NOT BE AFRAID TO SPEND THE EXTRA MONEY FOR THEMTHEY ARE WELL WORTH IT,PERFECT
A2O6ZO8I28VSEM,I WAS SO DELIGHTFULLY SURPRISED TO SEE HOW QUICKLY THIS PRESSURE COOKED COOKED MY MEAT AND STEWS THIS PRESSURE COOKER PACKS A REAL PUNCH BY TENDERIZING MY POULTRY IN A SHORT SPACE OF TIME GREAT VALUE FOR SUCH AN AWESOME PRESSURE COOKER ALSO VERY EASY TO CLEAN VERY HAPPY WITH MY PRESTO PRESSURE COOKER,PERFECT
A1YAJOOW1J917T,PRESTO QUART STAINLESS STEEL PRESSURE COOKERTHIS PRESSURE COOKER HAS MANY POSITIVE POINTS STAINLESS STEEL INCLUDED RACK FOR INSIDE THE COOKER AND A GOOD LOCKING LID IVE COOKED BEEF CHICKEN AND PORK WITH IT AND IT PERFORMS VERY WELL ITS FAR SUPERIOR TO THE ALUMINUM ONE I HAD THE RECIPE BOOKLET HAD EXCELLENT SUGGESTIONS SO I CAN EASILY ADAPT MY OTHER FAVORITE RECIPIES TO THE PRESSURE COOKER,PERFECT
A30DQDK46VKWGY,TURNED IT ON AND THEN THE STAINLESS STEEL STARTED MELTING ON THE STOVE I SENT IT BACK TO THE MANUFACTURER AND DIDNT GET MY MONEY BACK ALL I GOT WAS A COUPON AND THERE ITEMS ARE HIGHER THAN AMAZON WANTS,NOTPERFECT
A1FO0AFRSYJQU8,PRESTO HAS BEEN AROUND FOR YEARS AND I HAD ONE IN THE WAY BACK BUT WAS A BIT AFRAID TO USE A PRESSURE COOKER NOWMANY YEARS LATERI BOUGHT A NEW PRESTO AND I DONT KNOW WHY I WAS EVER NERVOUS THIS ONE IS SO SIMPLE AND THE INSTRUCTIONS COULD NOT BE MORE CLEAR I ESPECIALLY WANTED IT TO COOK DRIED BEANS NOT ONLY ARE THEY MUCH CHEAPER THAN CANNED BEANS THEY ACTUALLY TASTE BETTER I CANNOT RECOMMEND THIS PRODUCT HIGHLY ENOUGH I TRUST PRESTO BECAUSE OF THEIR LONGEVITY I CAN REMEMBER WHEN THEY WERE PRETTY MUCH THE ONLY GAME IN TOWN AND BECAUSE THEY ARE PRICED COMPETITIVELY HAVE NO FEAR,PERFECT
A639SSAX07GJK,WE ACTUALLY WANTED TO JUST PURCHASE PARTS FOR AN OLDER PRESTO PRESSURE COOKER BUT WAS DISAPPOINTED TO FIND OUT THAT PARTS WERE NO LONGER AVAILABLE SO WE ENDED UP BUYING THIS UNITY INSTEAD THE THING IS HOLDING UP AND HAS NOT BEEN DISCONTINUED YET SO WE ARE QUITE SATISFIED WITH IT,NOTPERFECT
ARACZMZSCZ42T,I FOUND THIS PRESSURE COOKER TO BE EVERYTHING I WANTED GREAT SIZE EASY TO USE EASY TO CLEAN UP HIGHLY RECOMMEND IT,PERFECT
A34BHE18JCS7MF,I PURCHASED THIS FOR MY MOTHER WHO LOVES TO COOK FOR EVERYONE SHE USES IT AND HAS NEVER COMPLAINED IT HELPS HER CUT THE COST OF USING HER OVENA GOOD BUY,PERFECT
A33OTK0EWGQDN6,I CHOSE THIS PRESSURE COOKER BECAUSE ITS THE ONLY KIND OF PRESSURE COOKER IVE HAD EXPERIENCE USING IT IS STAINLESS STEEL NON REACTIVE HEAVY WEIGHT IT WAS LESS EXPENSIVE THAN MORE MODERN INCARNATIONS OF PRESSURE COOKERS ELECTRIC COUNTERTOP STOVE NON JIGGLE TOP AND THE REVIEWS AND FOLLOW UP COMMENTS WERE HELPFUL IN CONVINCING ME THAT THIS WAS A QUALITY PRODUCTTHE REVIEWS PRAISE THE QUALITY CONSTRUCTION OF THIS COOKER AND I COULDNT AGREE MORE I HAVE USED BOTH NATURAL PRESSURE RELEASE AND THE METHOD TO SPEED IT UP BY STICKING THE COOKER IN THE SINK AND RUNNING COLD WATER FROM THE FAUCET OVER IT IT TAKES ALL OF SECONDS AND DOESNT HAVE TO BE SO COMPLICATED AS MAKING AN ICE BATH FOR IT IN THE SINK I HAVE NEVER SEEN ANY SIGNS OF THE METAL LAYERS SPLITTING THE POT WARPING AND THERE HAS BEEN NO DENTING FROM HANDLING AND WASHING THE QUART CAPACITY IS ENOUGH FOR ME AND MY HUSBAND TO HAVE SOUP WITH SOME LEFT OVER FOR LUNCH OR ANOTHER SOUP DINNER BUT NOT SO MUCH THAT WERE SICK OF EATING THE SAME THINGIF YOU ARE TRYING TO DECIDE WHETHER TO GET A PRESSURE COOKER IN GENERAL I WOULD ENCOURAGE YOU TO GO FOR IT MOST WEEKNIGHTS I AM TOO IMPATIENT TO WAIT FOR TIMEINTENSIVE THINGS LIKE TOMATO SAUCE STEW MEAT ROOT VEGGIES CUT INTO CHUNKS LENTILS RISOTTO OR EVEN JUST TENDER CABBAGE PRESSURE COOKERS PREPARE THESE THINGS QUICKLY AND MAKE THEM TASTE LIKE THEYVE BEEN COOKING FOREVER MOST OF THE PRESSURE COOKER RECIPES I USE TAKE MINUTES TOTAL FOR PREP AND COOK I USUALLY MAKE SOUP IN THIS COOKER SO ITS BECOME A LIFE SAVER WHEN I COME HOME FROM WORK LATEIF YOU ALREADY KNOW YOU WANT A PRESSURE COOKER BUT ARE TRYING TO DECIDE WHAT TYPE TO GET I WOULD SAY THAT I DONT MIND THE SIMPLICITY OF THIS COOKER NORMALLY THE JUSTIFICATION TO GET A PRODUCT THAT IS THE LATEST AND GREATEST IS THAT YOU ARE CERTAIN IT WILL GET A LOT OF USE SO YOU MIGHT AS WELL SPEND THE EXTRA MONEY FOR EXTRA FEATURES THAT POSSIBLY SAVE YOU TIME THIS BASIC MODEL IS FINE FOR WEEKLY USE IN MY HOUSEHOLD I AM DEFINITELY CURIOUS ABOUT NEWER TYPES OF COOKERS BUT PERSONALLY WASNT READY TO PAY MORE MONEY FOR SOMETHING I WASNT SURE I WOULD NEED,PERFECT
A3H3MKVQ8G1NBR,I HATE TO COOK AND HAVE NEVER USED A PRESSURE COOKER AFTER READING ALL THE HELPFUL REVIEWS I MADE THE LEAP AND BOUGHT THIS ONE I LOVE IT IT IS NOT HARD AT ALL AND I CANT BELIEVE HOW FAST IT COOKS,PERFECT
A3J813UTQZ2ENT,YOU CAN ONLY FILL OF THIS QUART PRESSURE COOKER SO YOU CANNOT REALLY DO ANY CANNING UNLESS USING VERY TEENY TINY JARS AND COOKING VERY SMALL PORTION OF FOOD I HAVE A QUART PRESSURE COOK AND YOU CANNOT PUT A WHOLE CHICKEN IN IT YOU NEED AT LEAST A TO QUART COOKER TO COOK A DECENT MEAL WITH MEAT AND VEGETABLES I WONT RECOMMEND BUYING THIS POT EVEN IF IT IS CHEAP,NOTPERFECT
